ChoiceValue,LabelEn,LabelSw,RegionValue,DistrictValue,WardValue,SortOrder
47426,Muungano,Muungano,20,140,2976,47426
47427,Majengo A,Majengo A,20,140,2976,47427
47428,Majengo B,Majengo B,20,140,2976,47428
47429,Usalama kati,Usalama kati,20,140,2976,47429
47430,Usalama kaskazini,Usalama kaskazini,20,140,2976,47430
47431,Usalama Kusini,Usalama Kusini,20,140,2976,47431
47432,Kidigidigi,Kidigidigi,20,140,2976,47432
47433,Maleta,Maleta,20,140,2976,47433
47434,Tuliani,Tuliani,20,140,2976,47434
47435,Majengo,Majengo,20,140,2976,47435
47436,Kidalini,Kidalini,20,140,2976,47436
47437,Shuleni,Shuleni,20,140,2976,47437
47438,Kilingeni,Kilingeni,20,140,2976,47438
47439,Malepela,Malepela,20,140,2976,47439
47440,Magumkila,Magumkila,20,140,2976,47440
47441,Shabaha,Shabaha,20,140,2976,47441
47442,Matalawe,Matalawe,20,140,2976,47442
47443,Lupapilo,Lupapilo,20,140,2976,47443
47444,Kisiwani,Kisiwani,20,140,2976,47444
47445,Muyamuya,Muyamuya,20,140,2976,47445
47446,Mkanyageni,Mkanyageni,20,140,2976,47446
47447,Mkuru,Mkuru,20,140,2976,47447
47448,Kitingini,Kitingini,20,140,2976,47448
47449,Shuleni A,Shuleni A,20,140,2976,47449
47450,Shuleni B,Shuleni B,20,140,2976,47450
47451,Bombambili,Bombambili,20,140,2976,47451
47452,Muungano,Muungano,20,140,2977,47452
47453,Mseo,Mseo,20,140,2977,47453
47454,Mhangazi,Mhangazi,20,140,2977,47454
47455,Madukani,Madukani,20,140,2977,47455
47456,Njoka kati,Njoka kati,20,140,2977,47456
47457,Pacha mbili,Pacha mbili,20,140,2977,47457
47458,Nakahimba,Nakahimba,20,140,2977,47458
47459,Njoka juu,Njoka juu,20,140,2977,47459
47460,Mkurumusi,Mkurumusi,20,140,2977,47460
47461,Manole,Manole,20,140,2977,47461
47462,Kapungu,Kapungu,20,140,2977,47462
47463,Mbwambwasi,Mbwambwasi,20,140,2977,47463
47464,Buhemba,Buhemba,20,140,2977,47464
47465,Mpangihoa,Mpangihoa,20,140,2977,47465
47466,Majimahuhu,Majimahuhu,20,140,2977,47466
47467,Mtakanini,Mtakanini,20,140,2977,47467
47468,Mpitimbi baraza A,Mpitimbi baraza A,20,140,2977,47468
47469,Mpitimbi baraza B,Mpitimbi baraza B,20,140,2977,47469
47470,Mchekeni,Mchekeni,20,140,2977,47470
47471,Muungano,Muungano,20,140,2977,47471
47472,Humbaro A,Humbaro A,20,140,2977,47472
47473,Humbaro B,Humbaro B,20,140,2977,47473
47474,Kilawalawa,Kilawalawa,20,140,2977,47474
47475,Misufini,Misufini,20,140,2977,47475
47476,Songea road,Songea road,20,140,2977,47476
47477,Mwembe chai,Mwembe chai,20,140,2977,47477
47478,Kagera,Kagera,20,140,2977,47478
47479,Tindiga,Tindiga,20,140,2977,47479
47480,Kipera,Kipera,20,140,2977,47480
47481,Mjimwema,Mjimwema,20,140,2977,47481
47482,Tazama,Tazama,20,140,2977,47482
47483,Boma road,Boma road,20,140,2977,47483
47484,Mtakuja,Mtakuja,20,140,2977,47484
47485,Mpechengano,Mpechengano,20,140,2977,47485
47486,Njoomlole,Njoomlole,20,140,2977,47486
47487,Mlimani,Mlimani,20,140,2977,47487
47488,Kilombero,Kilombero,20,140,2977,47488
47489,Butiama,Butiama,20,140,2977,47489
47490,Central,Central,20,140,2977,47490
47491,Mhivila,Mhivila,20,140,2977,47491
47492,Mayukila A,Mayukila A,20,140,2978,47492
47493,Mayukila B,Mayukila B,20,140,2978,47493
47494,Mang'wichiro,Mang'wichiro,20,140,2978,47494
47495,Ngongano,Ngongano,20,140,2978,47495
47496,Msikitini,Msikitini,20,140,2978,47496
47497,Nambarapi,Nambarapi,20,140,2978,47497
47498,Ruvuma,Ruvuma,20,140,2978,47498
47499,Kikole,Kikole,20,140,2978,47499
47500,Lyangweni,Lyangweni,20,140,2978,47500
47501,Muungano,Muungano,20,140,2978,47501
47502,Mhangazi B,Mhangazi B,20,140,2978,47502
47503,Mhangazi A,Mhangazi A,20,140,2978,47503
47504,Mchangini,Mchangini,20,140,2978,47504
47505,Mtilamanji,Mtilamanji,20,140,2978,47505
47506,Kwamsaka,Kwamsaka,20,140,2978,47506
47507,Mtakanini,Mtakanini,20,140,2978,47507
47508,Mawaso,Mawaso,20,140,2978,47508
47509,Njombe,Njombe,20,140,2978,47509
47510,Mbata mila,Mbata mila,20,140,2978,47510
47511,Boda,Boda,20,140,2978,47511
47512,Litapwasi,Litapwasi,20,140,2978,47512
47513,Pemba,Pemba,20,141,2979,47513
47514,Ujamaa,Ujamaa,20,141,2979,47514
47515,Amani,Amani,20,141,2979,47515
47516,Misufini,Misufini,20,141,2979,47516
47517,Miembeni,Miembeni,20,141,2979,47517
47518,Minazini,Minazini,20,141,2979,47518
47519,Misufini,Misufini,20,141,2979,47519
47520,Tulieni,Tulieni,20,141,2979,47520
47521,Kilimanihewa,Kilimanihewa,20,141,2979,47521
47522,Mchomoro ya leo,Mchomoro ya leo,20,141,2979,47522
47523,Tulivu,Tulivu,20,141,2979,47523
47524,Mkawagajila,Mkawagajila,20,141,2979,47524
47525,Mchangani A,Mchangani A,20,141,2979,47525
47526,Mchangani B,Mchangani B,20,141,2979,47526
47527,Mchangani C,Mchangani C,20,141,2979,47527
47528,Mchangani D,Mchangani D,20,141,2979,47528
47529,Ngalinje,Ngalinje,20,141,2979,47529
47530,Mataka,Mataka,20,141,2979,47530
47531,Mkwajuni,Mkwajuni,20,141,2979,47531
47532,Bichi,Bichi,20,141,2979,47532
47533,Kilimanihewa,Kilimanihewa,20,141,2979,47533
47534,Kilimani,Kilimani,20,141,2979,47534
47535,Buguruni,Buguruni,20,141,2980,47535
47536,Shuleni,Shuleni,20,141,2980,47536
47537,Msasani,Msasani,20,141,2980,47537
47538,Tuleane,Tuleane,20,141,2980,47538
47539,Kaloleni,Kaloleni,20,141,2980,47539
47540,Ukombozi,Ukombozi,20,141,2980,47540
47541,Mapinduzi,Mapinduzi,20,141,2980,47541
47542,Ndondwa,Ndondwa,20,141,2980,47542
47543,Leloleo,Leloleo,20,141,2980,47543
47544,Kitula,Kitula,20,141,2980,47544
47545,Shuleni,Shuleni,20,141,2980,47545
47546,Mnazimmoja,Mnazimmoja,20,141,2980,47546
47547,Kariakoo,Kariakoo,20,141,2980,47547
47548,Mititimo,Mititimo,20,141,2980,47548
47549,Azimio,Azimio,20,141,2980,47549
47550,Mkwajuni,Mkwajuni,20,141,2980,47550
47551,Jiungeni,Jiungeni,20,141,2980,47551
47552,Magomeni,Magomeni,20,141,2980,47552
47553,Majengo,Majengo,20,141,2980,47553
47554,Kazamoyo,Kazamoyo,20,141,2980,47554
47555,Chipole,Chipole,20,141,2980,47555
47556,Kaloleni,Kaloleni,20,141,2980,47556
47557,Sevuyanke,Sevuyanke,20,141,2980,47557
47558,Pachani,Pachani,20,141,2980,47558
47559,Msikitini,Msikitini,20,141,2980,47559
47560,Masima,Masima,20,141,2980,47560
47561,Nakatete,Nakatete,20,141,2980,47561
47562,Chabora,Chabora,20,141,2980,47562
47563,Mbagala,Mbagala,20,141,2981,47563
47564,Kisiwani,Kisiwani,20,141,2981,47564
47565,Kikanda,Kikanda,20,141,2981,47565
47566,Nakayaya,Nakayaya,20,141,2981,47566
47567,Mashujaa,Mashujaa,20,141,2981,47567
47568,Tanesco,Tanesco,20,141,2981,47568
47569,Mshikamano,Mshikamano,20,141,2981,47569
47570,Upendo,Upendo,20,141,2981,47570
47571,Amani fleshi,Amani fleshi,20,141,2981,47571
47572,Mapinduzi,Mapinduzi,20,141,2981,47572
47573,Mtoni,Mtoni,20,141,2981,47573
47574,Kiwandani,Kiwandani,20,141,2981,47574
47575,Umoja,Umoja,20,141,2981,47575
47576,Shuleni,Shuleni,20,141,2981,47576
47577,Magengeni,Magengeni,20,141,2981,47577
47578,Shuleni,Shuleni,20,141,2981,47578
47579,Kangomba,Kangomba,20,141,2981,47579
47580,Nakanyonyo,Nakanyonyo,20,141,2981,47580
47581,Buriani,Buriani,20,141,2981,47581
47582,Kalanje,Kalanje,20,141,2981,47582
47583,Majengo A,Majengo A,20,141,2982,47583
47584,Majengo B,Majengo B,20,141,2982,47584
47585,Majengo C,Majengo C,20,141,2982,47585
47586,Kalanje,Kalanje,20,141,2982,47586
47587,Vodacom,Vodacom,20,141,2982,47587
47588,Benki,Benki,20,141,2982,47588
47589,Uhindini,Uhindini,20,141,2982,47589
47590,Muungano,Muungano,20,141,2982,47590
47591,Misufini,Misufini,20,141,2983,47591
47592,Extended  C,Extended  C,20,141,2983,47592
47593,Extended A,Extended A,20,141,2983,47593
47594,Extended B,Extended B,20,141,2983,47594
47595,Lambai A,Lambai A,20,141,2983,47595
47596,Lambai B,Lambai B,20,141,2983,47596
47597,Lambai C,Lambai C,20,141,2983,47597
47598,Ujenzi A,Ujenzi A,20,141,2983,47598
47599,Ujenzi B,Ujenzi B,20,141,2983,47599
47600,Ujenzi C,Ujenzi C,20,141,2983,47600
47601,Ujenzi D,Ujenzi D,20,141,2983,47601
47602,Kalonga,Kalonga,20,141,2983,47602
47603,Mabatini,Mabatini,20,141,2983,47603
47604,Machinjioni,Machinjioni,20,141,2983,47604
47605,Miembeni,Miembeni,20,141,2984,47605
47606,Godauni A,Godauni A,20,141,2984,47606
47607,Godauni B,Godauni B,20,141,2984,47607
47608,Msanjo,Msanjo,20,141,2984,47608
47609,Masomwa A,Masomwa A,20,141,2984,47609
47610,Masomwa B,Masomwa B,20,141,2984,47610
47611,Msimbazi,Msimbazi,20,141,2984,47611
47612,Lusanga,Lusanga,20,141,2984,47612
47613,Milonde,Milonde,20,141,2984,47613
47614,Kawinga,Kawinga,20,141,2984,47614
47615,Mgose,Mgose,20,141,2984,47615
47616,Miembeni,Miembeni,20,141,2984,47616
47617,Minazini,Minazini,20,141,2984,47617
47618,Maji ya Swela,Maji ya Swela,20,141,2984,47618
47619,Ching'amba,Ching'amba,20,141,2984,47619
47620,Malombe,Malombe,20,141,2984,47620
47621,Msamati,Msamati,20,141,2984,47621
47622,Mtopetope,Mtopetope,20,141,2984,47622
47623,Chemchem,Chemchem,20,141,2984,47623
47624,Majengo,Majengo,20,141,2984,47624
47625,Mponda,Mponda,20,141,2984,47625
47626,Msinjili,Msinjili,20,141,2984,47626
47627,Mbagala,Mbagala,20,141,2984,47627
47628,Masonya A,Masonya A,20,141,2985,47628
47629,Masonya B,Masonya B,20,141,2985,47629
47630,Masonya C,Masonya C,20,141,2985,47630
47631,Mamboleo,Mamboleo,20,141,2985,47631
47632,Mkalekawana A,Mkalekawana A,20,141,2985,47632
47633,Mkalekawana B,Mkalekawana B,20,141,2985,47633
47634,Songambele,Songambele,20,141,2985,47634
47635,Nambalapi A,Nambalapi A,20,141,2985,47635
47636,Nambalapi B,Nambalapi B,20,141,2985,47636
47637,Changamoto,Changamoto,20,141,2985,47637
47638,Magharani,Magharani,20,141,2985,47638
47639,Uhuru,Uhuru,20,141,2985,47639
47640,Nakayaya Mashariki,Nakayaya Mashariki,20,141,2985,47640
47641,Majengo mapya,Majengo mapya,20,141,2985,47641
47642,CDC,CDC,20,141,2985,47642
47643,Nanjoka,Nanjoka,20,141,2986,47643
47644,Temeke,Temeke,20,141,2986,47644
47645,Umoja,Umoja,20,141,2986,47645
47646,Frankweston,Frankweston,20,141,2986,47646
47647,Mandingo,Mandingo,20,141,2986,47647
47648,Chiwambo,Chiwambo,20,141,2986,47648
47649,Magengeni,Magengeni,20,141,2986,47649
47650,Maolela,Maolela,20,141,2986,47650
47651,Uwanja wa Ndege,Uwanja wa Ndege,20,141,2986,47651
47652,Chimbuko,Chimbuko,20,141,2986,47652
47653,Kalifonia,Kalifonia,20,141,2986,47653
47654,Mgomba,Mgomba,20,141,2986,47654
47655,Nanjoka,Nanjoka,20,141,2986,47655
47656,Mzalendo,Mzalendo,20,141,2986,47656
47657,Umoja,Umoja,20,141,2986,47657
47658,Mseto,Mseto,20,141,2986,47658
47659,Mgwali,Mgwali,20,141,2986,47659
47660,NHC,NHC,20,141,2986,47660
47661,Klasta,Klasta,20,141,2986,47661
47662,Madina,Madina,20,141,2986,47662
47663,Mbezi,Mbezi,20,141,2986,47663
47664,Upendo,Upendo,20,141,2986,47664
47665,Mlingoti,Mlingoti,20,141,2986,47665
47666,Ligungane,Ligungane,20,141,2987,47666
47667,Mchangani,Mchangani,20,141,2987,47667
47668,Chiwambo,Chiwambo,20,141,2987,47668
47669,Mtuya,Mtuya,20,141,2987,47669
47670,Muungano,Muungano,20,141,2987,47670
47671,Hiyari,Hiyari,20,141,2987,47671
47672,Msikitini,Msikitini,20,141,2987,47672
47673,Chipole,Chipole,20,141,2987,47673
47674,Mjimwema,Mjimwema,20,141,2987,47674
47675,Miteja,Miteja,20,141,2987,47675
47676,Mzalendo,Mzalendo,20,141,2987,47676
47677,Uhuru,Uhuru,20,141,2987,47677
47678,Tanganyika,Tanganyika,20,141,2987,47678
47679,Minazini,Minazini,20,141,2987,47679
47680,Jamhuri,Jamhuri,20,141,2987,47680
47681,Victoria,Victoria,20,141,2987,47681
47682,Mwongozo,Mwongozo,20,141,2987,47682
47683,Jabari,Jabari,20,141,2987,47683
47684,Mnunduka,Mnunduka,20,141,2988,47684
47685,Namiungo,Namiungo,20,141,2988,47685
47686,Nasibu,Nasibu,20,141,2988,47686
47687,Mshamu,Mshamu,20,141,2988,47687
47688,Kipara,Kipara,20,141,2988,47688
47689,Chakame,Chakame,20,141,2988,47689
47690,Asenda,Asenda,20,141,2988,47690
47691,Katete,Katete,20,141,2988,47691
47692,Akologwe,Akologwe,20,141,2988,47692
47693,Mpanji,Mpanji,20,141,2988,47693
47694,Kung’unde,Kung’unde,20,141,2988,47694
47695,Azimio,Azimio,20,141,2988,47695
47696,Jalasi,Jalasi,20,141,2988,47696
47697,Umoja,Umoja,20,141,2988,47697
47698,Amani,Amani,20,141,2988,47698
47699,Majengo,Majengo,20,141,2988,47699
47700,Tuleane,Tuleane,20,141,2988,47700
47701,Msikitini,Msikitini,20,141,2988,47701
47702,Yanga,Yanga,20,141,2988,47702
47703,Kijiweni,Kijiweni,20,141,2988,47703
47704,Minazini,Minazini,20,141,2988,47704
47705,Tupendane,Tupendane,20,141,2988,47705
47706,Milonde A,Milonde A,20,141,2988,47706
47707,Milonde B,Milonde B,20,141,2988,47707
47708,Makombe A,Makombe A,20,141,2988,47708
47709,Makombe B,Makombe B,20,141,2988,47709
47710,Pachani,Pachani,20,141,2988,47710
47711,Pahimite,Pahimite,20,141,2988,47711
47712,Minazini,Minazini,20,141,2988,47712
47713,Ngalinje,Ngalinje,20,141,2988,47713
47714,Morogoro,Morogoro,20,141,2988,47714
47715,Mashineni,Mashineni,20,141,2988,47715
47716,Sokoni,Sokoni,20,141,2988,47716
47717,Mtau,Mtau,20,141,2988,47717
47718,Mshamu,Mshamu,20,141,2988,47718
47719,Godown,Godown,20,141,2988,47719
47720,Undendeule,Undendeule,20,141,2988,47720
47721,Sekondari,Sekondari,20,141,2988,47721
47722,Majengo,Majengo,20,141,2988,47722
47723,Masajili,Masajili,20,141,2988,47723
47724,Kitesi,Kitesi,20,141,2988,47724
47725,Sisi kwa sisi,Sisi kwa sisi,20,141,2989,47725
47726,Mchangani,Mchangani,20,141,2989,47726
47727,Muungano,Muungano,20,141,2989,47727
47728,Tulingane,Tulingane,20,141,2989,47728
47729,Mshikamano,Mshikamano,20,141,2989,47729
47730,"Magomeni,","Magomeni,",20,141,2989,47730
47731,Tuchezane,Tuchezane,20,141,2989,47731
47732,Msiyumbe,Msiyumbe,20,141,2989,47732
47733,"Minazini,","Minazini,",20,141,2989,47733
47734,"Songambele,","Songambele,",20,141,2989,47734
47735,Jiungeni,Jiungeni,20,141,2989,47735
47736,Mwenge,Mwenge,20,141,2989,47736
47737,Kazamoyo,Kazamoyo,20,141,2989,47737
47738,Tulieni,Tulieni,20,141,2989,47738
47739,Azimio,Azimio,20,141,2989,47739
47740,Kaloleni,Kaloleni,20,141,2989,47740
47741,Tuleane,Tuleane,20,141,2989,47741
47742,Kijiweni,Kijiweni,20,141,2989,47742
47743,Kujitegemea,Kujitegemea,20,141,2989,47743
47744,Ulula,Ulula,20,141,2989,47744
47745,Kipelele,Kipelele,20,141,2989,47745
47746,Msamala,Msamala,20,141,2989,47746
47747,Msikitini,Msikitini,20,141,2989,47747
47748,Minazini B,Minazini B,20,141,2989,47748
47749,Miembeni,Miembeni,20,141,2989,47749
47750,Mahenge,Mahenge,20,141,2989,47750
47751,Muungano,Muungano,20,141,2989,47751
47752,Misufini,Misufini,20,141,2989,47752
47753,Minazini A,Minazini A,20,141,2989,47753
47754,Temeke,Temeke,20,141,2989,47754
47755,Mchangani,Mchangani,20,141,2989,47755
47756,Shuleni,Shuleni,20,141,2990,47756
47757,Changarawe,Changarawe,20,141,2990,47757
47758,Karonga,Karonga,20,141,2990,47758
47759,Msikitini,Msikitini,20,141,2990,47759
47760,Umoja,Umoja,20,141,2990,47760
47761,Mpakani,Mpakani,20,141,2990,47761
47762,Sokoni,Sokoni,20,141,2990,47762
47763,Misufini,Misufini,20,141,2990,47763
47764,Mhuwesi,Mhuwesi,20,141,2990,47764
47765,Azimio,Azimio,20,141,2990,47765
47766,Kujitegemea,Kujitegemea,20,141,2990,47766
47767,Minazini,Minazini,20,141,2990,47767
47768,Zimamoto,Zimamoto,20,141,2990,47768
47769,Twendesote,Twendesote,20,141,2990,47769
47770,Miembeni,Miembeni,20,141,2990,47770
47771,Kivukoni,Kivukoni,20,141,2990,47771
47772,Jiungeni,Jiungeni,20,141,2990,47772
47773,Mkasale,Mkasale,20,141,2990,47773
47774,Muungano,Muungano,20,141,2990,47774
47775,Mpakani,Mpakani,20,141,2990,47775
47776,Shuleni,Shuleni,20,141,2990,47776
47777,Msikitini,Msikitini,20,141,2990,47777
47778,Tuleane,Tuleane,20,141,2990,47778
47779,Changarawe A,Changarawe A,20,141,2990,47779
47780,Nakagugu,Nakagugu,20,141,2990,47780
47781,Mambobado,Mambobado,20,141,2990,47781
47782,Darajambili,Darajambili,20,141,2990,47782
47783,Mikoroshoni,Mikoroshoni,20,141,2990,47783
47784,Wajira,Wajira,20,141,2990,47784
47785,Misioni A,Misioni A,20,141,2990,47785
47786,Misufini,Misufini,20,141,2990,47786
47787,Misioni B,Misioni B,20,141,2990,47787
47788,Huria B,Huria B,20,141,2990,47788
47789,Majengo,Majengo,20,141,2991,47789
47790,Rahaleo,Rahaleo,20,141,2991,47790
47791,Madukani,Madukani,20,141,2991,47791
47792,Camp,Camp,20,141,2991,47792
47793,Michungwani,Michungwani,20,141,2991,47793
47794,Sisi kwa sisi,Sisi kwa sisi,20,141,2991,47794
47795,Minazini,Minazini,20,141,2991,47795
47796,Majengo,Majengo,20,141,2991,47796
47797,Amani,Amani,20,141,2991,47797
47798,Tuwemacho,Tuwemacho,20,141,2991,47798
47799,Mawifi,Mawifi,20,141,2991,47799
47800,Angalia,Angalia,20,141,2991,47800
47801,Nyambi,Nyambi,20,141,2992,47801
47802,Mtila,Mtila,20,141,2992,47802
47803,Uwasi,Uwasi,20,141,2992,47803
47804,Kiwanjani,Kiwanjani,20,141,2992,47804
47805,Mangolowe,Mangolowe,20,141,2992,47805
47806,Cheleweni,Cheleweni,20,141,2992,47806
47807,Njawanga,Njawanga,20,141,2992,47807
47808,Amani,Amani,20,141,2992,47808
47809,Mitamba,Mitamba,20,141,2992,47809
47810,Mbarikiwa,Mbarikiwa,20,141,2992,47810
47811,Namilamba,Namilamba,20,141,2992,47811
47812,Kilimani,Kilimani,20,141,2992,47812
47813,Magazini,Magazini,20,141,2992,47813
47814,Magomeni,Magomeni,20,141,2992,47814
47815,Sisi kwa sisi,Sisi kwa sisi,20,141,2992,47815
47816,Kijiweni,Kijiweni,20,141,2992,47816
47817,Mchangani,Mchangani,20,141,2992,47817
47818,Ofisini,Ofisini,20,141,2992,47818
47819,Miembeni,Miembeni,20,141,2992,47819
47820,Misufini,Misufini,20,141,2992,47820
47821,Mnazimmoja,Mnazimmoja,20,141,2992,47821
47822,Minazini,Minazini,20,141,2992,47822
47823,Ukombozi,Ukombozi,20,141,2992,47823
47824,Mikoroshoni,Mikoroshoni,20,141,2992,47824
47825,Semeni,Semeni,20,141,2992,47825
47826,Muhimbili,Muhimbili,20,141,2992,47826
47827,Mshikamano,Mshikamano,20,141,2992,47827
47828,Amani,Amani,20,141,2992,47828
47829,Mageuzi,Mageuzi,20,141,2992,47829
47830,Mapinduzi,Mapinduzi,20,141,2992,47830
47831,Uzunguni,Uzunguni,20,141,2992,47831
47832,Tuleane,Tuleane,20,141,2992,47832
47833,Mrema,Mrema,20,141,2992,47833
47834,Muhuwesi,Muhuwesi,20,141,2992,47834
47835,Mkoma,Mkoma,20,141,2993,47835
47836,Mashine,Mashine,20,141,2993,47836
47837,Nyerere,Nyerere,20,141,2993,47837
47838,Ushirika,Ushirika,20,141,2993,47838
47839,Msikitini,Msikitini,20,141,2993,47839
47840,Kawawa,Kawawa,20,141,2993,47840
47841,Mang’anda,Mang’anda,20,141,2993,47841
47842,Azimio,Azimio,20,141,2993,47842
47843,Mwangaza,Mwangaza,20,141,2993,47843
47844,Minazini,Minazini,20,141,2993,47844
47845,Kazamoyo,Kazamoyo,20,141,2993,47845
47846,Michungwani,Michungwani,20,141,2993,47846
47847,Mwambao,Mwambao,20,141,2993,47847
47848,Songambele,Songambele,20,141,2993,47848
47849,Mageuzi,Mageuzi,20,141,2993,47849
47850,Tuleane,Tuleane,20,141,2993,47850
47851,Shuleni,Shuleni,20,141,2993,47851
47852,Amani,Amani,20,141,2993,47852
47853,Mtiule,Mtiule,20,141,2993,47853
47854,Mkwate A,Mkwate A,20,141,2993,47854
47855,Mkwate B,Mkwate B,20,141,2993,47855
47856,Matola,Matola,20,141,2993,47856
47857,Chipwaya,Chipwaya,20,141,2993,47857
47858,Nampungu A,Nampungu A,20,141,2993,47858
47859,Nampungu B,Nampungu B,20,141,2993,47859
47860,Nakalongo,Nakalongo,20,141,2993,47860
47861,Mpumbe,Mpumbe,20,141,2994,47861
47862,Matenje,Matenje,20,141,2994,47862
47863,Mirumba,Mirumba,20,141,2994,47863
47864,Mtonga,Mtonga,20,141,2994,47864
47865,Mpanji,Mpanji,20,141,2994,47865
47866,Muungano,Muungano,20,141,2994,47866
47867,Minazini A,Minazini A,20,141,2994,47867
47868,Minazini B,Minazini B,20,141,2994,47868
47869,Matumla,Matumla,20,141,2994,47869
47870,Mfaume,Mfaume,20,141,2994,47870
47871,Ajida,Ajida,20,141,2994,47871
47872,Mnenje,Mnenje,20,141,2994,47872
47873,Nduna,Nduna,20,141,2994,47873
47874,Kamwana,Kamwana,20,141,2994,47874
47875,Majiaswela,Majiaswela,20,141,2994,47875
47876,Masuguru,Masuguru,20,141,2994,47876
47877,Majengo,Majengo,20,141,2994,47877
47878,Mbemba,Mbemba,20,141,2994,47878
47879,Mtonga,Mtonga,20,141,2994,47879
47880,Lulila,Lulila,20,141,2994,47880
47881,Kipile,Kipile,20,141,2994,47881
47882,Likangara,Likangara,20,141,2994,47882
47883,Ndima,Ndima,20,141,2994,47883
47884,Mpingo,Mpingo,20,141,2994,47884
47885,Nandembo,Nandembo,20,141,2994,47885
47886,Makunganya,Makunganya,20,141,2994,47886
47887,Mirumba A,Mirumba A,20,141,2994,47887
47888,Mirumba B,Mirumba B,20,141,2994,47888
47889,Mnanjila,Mnanjila,20,141,2994,47889
47890,Machemba A,Machemba A,20,141,2994,47890
47891,Machemba B,Machemba B,20,141,2994,47891
47892,Mputa,Mputa,20,141,2994,47892
47893,Chiwina,Chiwina,20,141,2994,47893
47894,Kwaunga,Kwaunga,20,141,2994,47894
47895,Nakawalika,Nakawalika,20,141,2994,47895
47896,Mkasale,Mkasale,20,141,2994,47896
47897,Msikitini,Msikitini,20,141,2994,47897
47898,Umoja,Umoja,20,141,2994,47898
47899,Nandembo Sekondari,Nandembo Sekondari,20,141,2995,47899
47900,Nandembo,Nandembo,20,141,2995,47900
47901,Songambele,Songambele,20,141,2995,47901
47902,Mtoni,Mtoni,20,141,2995,47902
47903,Majengo,Majengo,20,141,2995,47903
47904,Miembeni,Miembeni,20,141,2995,47904
47905,Migelegele,Migelegele,20,141,2995,47905
47906,Msikitini A,Msikitini A,20,141,2995,47906
47907,Msikitini B,Msikitini B,20,141,2995,47907
47908,Msikitini C,Msikitini C,20,141,2995,47908
47909,Shuleni,Shuleni,20,141,2995,47909
47910,Masasi ya leo,Masasi ya leo,20,141,2995,47910
47911,Nalasi,Nalasi,20,141,2995,47911
47912,Matipa,Matipa,20,141,2995,47912
47913,Msikitini,Msikitini,20,141,2995,47913
47914,Lulanga,Lulanga,20,141,2995,47914
47915,Mshamu,Mshamu,20,141,2995,47915
47916,Maua,Maua,20,141,2995,47916
47917,Mandunda ‘A’,Mandunda ‘A’,20,141,2995,47917
47918,Mandunda ‘B’,Mandunda ‘B’,20,141,2995,47918
47919,Msikitini,Msikitini,20,141,2995,47919
47920,Muungano,Muungano,20,141,2995,47920
47921,Tuleane,Tuleane,20,141,2995,47921
47922,Tupendane,Tupendane,20,141,2995,47922
47923,Angalia,Angalia,20,141,2995,47923
47924,Ofisini,Ofisini,20,141,2995,47924
47925,Undendeule,Undendeule,20,141,2995,47925
47926,Stendi,Stendi,20,141,2995,47926
47927,Godown,Godown,20,141,2995,47927
47928,Msikitini,Msikitini,20,141,2995,47928
47929,Tumaini,Tumaini,20,141,2995,47929
47930,Hifadi,Hifadi,20,141,2995,47930
47931,Songambele,Songambele,20,141,2995,47931
47932,Nampungu ya Leo,Nampungu ya Leo,20,141,2995,47932
47933,Shuleni,Shuleni,20,141,2995,47933
47934,Nangunguru,Nangunguru,20,141,2995,47934
47935,Mchangani,Mchangani,20,141,2995,47935
47936,Chemka,Chemka,20,141,2995,47936
47937,Songambele,Songambele,20,141,2996,47937
47938,Changamoto,Changamoto,20,141,2996,47938
47939,Motomoto,Motomoto,20,141,2996,47939
47940,Mzalendo,Mzalendo,20,141,2996,47940
47941,Maarufu,Maarufu,20,141,2996,47941
47942,Masangwe,Masangwe,20,141,2996,47942
47943,Likorogo,Likorogo,20,141,2996,47943
47944,Kade,Kade,20,141,2996,47944
47945,Zanziba,Zanziba,20,141,2996,47945
47946,Naikundi,Naikundi,20,141,2996,47946
47947,Mkwajuni,Mkwajuni,20,141,2996,47947
47948,Mkapunda Kati,Mkapunda Kati,20,141,2996,47948
47949,Nanjilili,Nanjilili,20,141,2996,47949
47950,Pindula,Pindula,20,141,2996,47950
47951,Naikula,Naikula,20,141,2996,47951
47952,Majiga,Majiga,20,141,2996,47952
47953,Kalulu,Kalulu,20,141,2996,47953
47954,Shuleni,Shuleni,20,141,2996,47954
47955,Namatumbo,Namatumbo,20,141,2996,47955
47956,Iringa,Iringa,20,141,2996,47956
47957,Chamba,Chamba,20,141,2996,47957
47958,Mlimani,Mlimani,20,141,2996,47958
47959,Kapindimbi,Kapindimbi,20,141,2996,47959
47960,Legeza,Legeza,20,141,2996,47960
47961,Muungano,Muungano,20,141,2996,47961
47962,Mjini,Mjini,20,141,2996,47962
47963,Msikitini,Msikitini,20,141,2996,47963
47964,Cheleweni,Cheleweni,20,141,2996,47964
47965,Lukumbo,Lukumbo,20,141,2997,47965
47966,Luwawa,Luwawa,20,141,2997,47966
47967,Mbatamila,Mbatamila,20,141,2997,47967
47968,Godown,Godown,20,141,2997,47968
47969,Katalikaga,Katalikaga,20,141,2997,47969
47970,Msati,Msati,20,141,2997,47970
47971,"Shuleni,","Shuleni,",20,141,2997,47971
47972,Mtamba,Mtamba,20,141,2997,47972
